fname,dialogue,summary,topic
train_10825-rp,"#Person1#: 안녕, 새로 온 친구니? 이름이 뭐야?
#Person2#: 스텔라라고 해.
#Person1#: 우리랑 같이 놀래?
#Person2#: 같이 놀고 싶지만, 안 될 것 같아. 동생 생일이라서 엄마가 도와달라고 하셨거든. 파티 준비해야 돼.
#Person1#: 아, 동생이 있구나?
#Person2#: 나 동생이 둘 있어. 오늘은 막내 동생 키트의 네 번째 생일이야. 아직 어린 편이야, 네 살이고. 형도 한 명 있는데 결혼했고 이름은 돈이야.
#Person1#: 형 돈은 여기 근처에 살아?
#Person2#: 응, 멀지 않아. 형수는 캐서린이라고 하는데 저쪽 가게에서 일해. 새로 태어난 아기가 있는데 이름이 리즈야. 엘리자베스의 줄임말이지만, 리즈라고 불러.
#Person1#: 저기서 부르는 분이 너네 엄마니?
#Person2#: 아니, 그건 이모 메이야, 엄마의 동생이야. 난 가봐야겠다. 잘 있어.
#Person1#: 잘 가.",스텔라는 동생 키트의 네 번째 생일을 맞아 엄마를 도와 파티 준비를 하러 갔다. 그녀에게는 결혼해서 아이가 있는 형이 있다.,Stella의 가족
train_3921-rp,"#Person1#: 제인, 올해 휴가 계획은 어디로 세워뒀어?
#Person2#: 플로리다로 갈 거야.
#Person1#: 멋지네! 그럼 얼마나 머물 계획이야?
#Person2#: 일주일 정도. 크리스마스에 맞춰서 떠나려고 해.
#Person1#: 친구 보러 가는 거야?
#Person2#: 아니, 항상 가고 싶었던 곳인데 너무 바빠서 못 갔었어. 이제 일주일 휴가가 생겨서 크리스마스 특가도 이용할 수 있게 됐어. 드디어 꿈이 이뤄졌어.
#Person1#: 잘됐다! 디즈니랜드도 당연히 들를 거지?
#Person2#: 맞아. 너도 가봤지?
#Person1#: 응, 하지만 며칠만 머물렀어.
#Person2#: 그곳에 대해 좀 알려줘.
#Person1#: 공원에는 볼거리가 정말 많아. 메인 스트리트, 프론티어랜드, 판타지랜드, 투모로우랜드, 어드벤처랜드 등 주요 구역이 몇 개 있어. 그곳은 '마법의 왕국'이라고도 불려.
#Person2#: 정말 잊지 못할 경험일 것 같아.
#Person1#: 맞아, 특히 매직 마운틴과 판타지 랜드는 정말 멋져. 너도 분명 즐길 거야.
#Person2#: 고마워. 나도 그렇게 생각해.",제인은 크리스마스에 플로리다와 디즈니랜드를 방문할 예정이라고 #Person1#에게 말했다. #Person1#은 디즈니랜드의 다양한 구역들을 소개하며 제인에게 즐거운 방문을 기대했다.,휴가 계획
train_8065-rp,"#Person1#: 안녕, Jack. 휴가 즐거워?
#Person2#: 안녕하세요, 엄마. 별로예요. 여기 온 이후로 계속 비가 오고 있어요.
#Person1#: 아쉽겠다. 여기는 날씨가 참 좋은데. 언제 집에 올 거야?
#Person2#: 내일 돌아오려고 했는데, 비행기가 다 차서 목요일 출발로 모레 돌아와야 해요. 그때까지 날씨가 좋았으면 좋겠어요.",Jack은 휴가 동안 계속 비가 와서 실망스러웠습니다. 비행기 예약 문제로 인해 계획보다 늦게 돌아오게 되었습니다.,휴가 중 예상치 못한 상황
train_5862-rp,"#Person1#: 안녕하세요, 저는 Benjamin이라고 합니다. 이렇게 만나서 반갑습니다. 잘 지내시는 것 같네요.
#Person2#: 감사합니다. 저도 만나서 반갑습니다. 저는 John이라고 합니다. 장거리 비행은 처음이신가요?
#Person1#: 아니요, 이번이 두 번째 비행이에요. 그런데 기압 차이와 시차 때문에 좀 힘들어요.
#Person2#: 아, 그런 어려움이 있으시군요. 너무 걱정하지 마세요. 곧 적응될 거예요. 저도 자주 이렇게 긴 비행을 하지만, 시차 적응은 여전히 어렵네요.
#Person1#: 그렇군요. 중국에 대해서 잘 아시는 편인가요?
#Person2#: 네, 중국 하면 천안문 광장이 떠오르죠. 정말 아름다운 나라예요. 여러 명소를 봤지만, 만리장성이 가장 좋아요.
#Person1#: 중국인들은 만리장성을 정말 자랑스러워해요. 세계에서 첫 번째 관문인 산해관 근처에 인 왕조 전에 지어졌어요.
#Person2#: 인 왕조 전에 지어졌나요? 저는 명 왕조 때인 줄 알았어요.
#Person1#: 아니요, 인 왕조 전에 시작되었어요.
#Person2#: 아, 맞네요. 저는 미국인이지만, 중국에 대해서 꽤 많이 알고 있고, 중국 차도 아주 좋아해요.
#Person1#: 녹차도 홍차도 건강에 좋죠. 저는 차 한 잔으로 기운을 내곤 해요.","Benjamin과 John은 장거리 비행 중 기압 차이와 시차 적응의 어려움을 이야기하며, 중국의 만리장성과 차 문화에 대해 대화를 나누고 있습니다.",비행기에서의 중국 이야기
train_9922-rp,"#Person1#: 블랙 부부가 이혼했대.
#Person2#: 정말? 무슨 일로 그런 거야?
#Person1#: 블랙 씨가 다른 사람과 놀아났대.
#Person2#: 진짜? 그런 사람처럼 안 보이는데.
#Person1#: 그렇게 말했어. 그의 부인이 오랫동안 그런 일들이 있었다는 걸 알게 됐대.
#Person2#: 진짜 놀랍다. 그런데 너도 뭔가 숨겨서 한 적 있어?
#Person1#: 아니. 내가 네 뒤에서 한 유일한 건 네 지퍼 올려준 거야.
#Person2#: 그 농담 웃겨, 진짜였으면 좋겠어.","#Person1#은 #Person2#에게 블랙 씨가 외도로 부부가 이혼했다고 알리고, #Person2#는 그 소식에 충격을 받습니다.",블랙 부부 이혼
train_2167-rp,"#Person1#: 자기야, 와인과 치즈가 다 떨어졌어. 잠깐 가서 사다 줄래?
#Person2#: 나중에 가면 안 될까? 지금 축구 경기를 보고 있는 중이야.
#Person1#: 오늘 저녁 네 친구들이랑 가족들이 방문할 예정이라, 아직 사야 할 것들이 많아.
#Person2#: 알겠어! 그럼 뭘 사야 해?
#Person1#: 와인에 어울리는 가공육을 좀 사 와줘. 폴란드 소시지 1파운드, 햄, 레버부어스트, 살라미, 그리고 할인하는 다른 차가운 요리도 괜찮아. 파스트라미 프로모션 중인 걸 본 것 같아. 그리고 코울슬로랑 올리브 한 병도 사 와.
#Person2#: 잠깐만! 이게 좀 많은 것 같은데? 이걸 다 사면 얼마나 들까?
#Person1#: 그건 걱정하지 마. 디핑 소스도 좀 사 와줘. 시금치랑 블루 치즈 딥, 그리고 타자츠키도. 빈 딥도 있으면 그것도 사 와. 마지막으로 피클도 잊지 마.
#Person2#: 이거 다야, 여왕님?
#Person1#: 하하, 재미있네! 빨리 다녀와! 사람들이 곧 도착할 거야.",#Person1#은 오늘 밤 친구와 가족들이 방문할 예정이라 #Person2#에게 여러 가지 물품을 사다 달라고 부탁합니다. 하지만 #Person2#은 구입 목록이 많아 비용이 걱정됩니다.,쇼핑 준비
train_5778-rp,"#Person1#: 안녕, Jackie. 오늘 왠지 기분이 안 좋아 보여. 무슨 일 있었어?
#Person2#: 그냥 스트레스 받아서 그래. 크게 신경 쓸 일은 아니야.
#Person1#: 스트레스를 받을 만한 이유가 있을 거 같은데, 뭐가 문제야?
#Person2#: 학교 때문에 힘들어. 아르바이트도 하면서 수업 따라가기가 쉽지 않았어. 시험이 다가와서 더 걱정이야.
#Person1#: 열심히 공부하는 게 중요해. 분명히 잘 할 수 있을 거야.
#Person2#: 그렇게 되길 바라. 앞으로 3일은 밤새야 할 것 같아. 다른 방법이 없으니까.
#Person1#: 나도 시험 공부해야 하는데 같이 하면 어때? 서로 힘이 될 수 있을 거야.
#Person2#: 같이 공부하면 정말 좋겠어.",Jackie는 아르바이트와 학업을 병행하며 시험 준비로 스트레스를 받고 있다. #Person1#은 함께 공부하자고 제안하며 도움을 주려 한다.,시험 스트레스와 공부 제안
train_3169-rp,"#Person1#: 티나, 주말에 어떻게 지냈어?
#Person2#: 잘 지냈어. Bluewater World에 다녀왔어.
#Person1#: 정말? 누구랑 갔어?
#Person2#: 그레이스, 짐, 메리랑 갔어.
#Person1#: 그 친구는 같이 안 갔어?
#Person2#: 같이 가고 싶었지만, 삼촌이랑 이모가 와서 엄마를 도와 저녁을 준비해야 했어.
#Person1#: 그곳에서 뭐 봤어? 상어도 봤어?
#Person2#: 응, 상어도 보고 다양한 물고기도 봤어.
#Person1#: 기념품은 샀어?
#Person2#: 아니, 안 샀어. 하지만 그레이스는 공으로 노는 물개 기념품을 샀고, 짐은 티셔츠를 샀어.
#Person1#: 메리는 아무것도 안 샀어?
#Person2#: 응, 그냥 아이스크림 사서 계속 먹기만 했어. 그런데 집에 가서 놀라운 일이 있었어. Bluewater World에서 Jake Dean을 만났거든.
#Person1#: 제이크 딘? 그 유명한 배우? 정말 만났어?
#Person2#: 응, 그가 거기서 영화 촬영 중이었어.
#Person1#: 그 사람과 사진 찍었어?
#Person2#: 응, 사진 찍었어. 봐, 여기 있어.","티나는 주말에 그레이스, 짐, 메리와 함께 Bluewater World를 방문했고, 거기서 Jake Dean을 만나 사진을 찍었다고 #Person1#에게 말합니다.",Bluewater World 방문
train_6194-rp,"#Person1#: 오늘 너무 바빠서 어떻게 해야 할지 모르겠어.
#Person2#: 내가 도와줄까?
#Person1#: 아마 장을 봐주는 걸 도와줄 수 있을 것 같아.
#Person2#: 물론이지, 기쁘게 도와줄게.
#Person1#: 아니면 침대 정리를 좀 해줄 수 있을까?
#Person2#: 언제든지 도와줄게.
#Person1#: 정말 고마워!
#Person2#: 언제든지 필요하면 말해.",#Person1#이 바쁘다고 하자 #Person2#가 기쁘게 도움을 제안합니다.,일상적 도움
train_12101-rp,"#Person1#: 저기, 이 자전거 혹시 당신 것이세요?
#Person2#: 맞아요, 제 자전거 맞아요. 무슨 일 있으세요?
#Person1#: 제가 주차장에 들어가다가 실수로 자전거를 쳤어요.
#Person2#: 그렇군요.
#Person1#: 정말 죄송합니다. 제 책임이니 고쳐드리겠습니다.
#Person2#: 어디가 긁혔나요?
#Person1#: 바로 여기요. 이 자국 보이시죠?
#Person2#: 아, 이제 알겠어요.",#Person1#이 실수로 주차하다가 #Person2#의 자전거를 긁고 사과하며 고쳐주기로 했다.,자전거 사고
train_1217-rp,"#Person1#: 이 사이트에는 'Dear Abby' 같은 상담 코너 글들이 많이 올라와 있네.
#Person2#: 정말이지! 그런 칼럼에 나오는 심리학자들의 조언들 덕분에 내가 많이 성장한 것 같아.
#Person1#: 그래서 네가 그렇게 특별한가 보구나.
#Person2#: 허풍 떨지마... 이 향기 좀 맡아봐! 향수 샘플이야!
#Person1#: 좋네. 이 페이지의 구성이 마음에 드는데...
#Person2#: 다름이 아니라, 그 아름다운 모델 사진들 때문이지? 그렇지?",#Person1#과 #Person2#는 'Dear Abby' 같은 상담 코너와 향수 샘플에 대해 이야기를 나눕니다.,칼럼 및 향수 샘플 논의
train_1043-rp,"#Person1#: 요즘 연애가 별로 재미없어. 비슷한 관심사를 가진 사람을 만나기가 너무 힘든 것 같아.
#Person2#: 너무 실망하지 마. 조금만 기다려봐. 너는 특별한 사람이니까 언젠가는 좋은 사람을 만날 수 있을 거야.
#Person1#: 사실 혼자 있는 게 지겨워. 빨리 내 짝을 찾고 싶어. 어떻게 하면 좋을까?
#Person2#: 인터넷 매칭 서비스 사용해 볼래?
#Person1#: 그게 뭐야? 어떻게 작동하는 거야?
#Person2#: 전 세계 싱글들을 연결해주는 서비스야. 이상형을 찾는 데 도움이 될 거야.
#Person1#: 그럴 수도 있겠다.
#Person2#: 광고에서 Dream Dates가 전 세계 수천 명의 싱글들을 연결해줬다고 하더라고!
#Person1#: 좀 믿기 어려운 숫자 같아. 과장된 거 아니야?
#Person2#: 그들은 지원자들에게 사진과 성격 설문지를 작성하게 하더라고.
#Person1#: 몇 가지 질문으로 사람의 성격을 알 수 있다니, 믿을 수 없어. 사람의 성격은 복잡하고 변하기 마련이잖아.
#Person2#: 그래도 이 방식이 효과가 있는 것 같아. 정보를 대형 컴퓨터 데이터베이스에 입력된대.
#Person1#: 컴퓨터로 최적의 데이트를 결정한다니, 말도 안 돼!
#Person2#: 그래도 Dream Dates는 전문적인 데이팅 서비스를 제공하고, 너에게 딱 맞는 파트너를 소개해준다고 약속하잖아.
#Person1#: 그건 그냥 광고 문구일 뿐이야. 믿을 수 없어!
#Person2#: 그래도 무료 체험 회원 가입은 해볼 수 있대.
#Person1#: 그들이 돈을 준다고 해도 난 안 할래!
#Person2#: 뭐, 굳이 믿을 필요는 없지. John한테 물어봐서 관심 있는지 알아보는 것도 방법이야.","#Person1#은 #Person2#에게 연애가 지루하고 혼자 있는 게 지겹다고 털어놓았고, #Person2#는 인터넷 매칭 서비스를 시도해보라고 제안하며 그 방법을 설명합니다. 그러나 #Person1#은 그 효과에 대해 의구심을 표합니다.",인터넷 매칭 서비스
train_7189-rp,"#Person1#: 해외에서 큰 성공을 거둔 사업가로 유명하시던데, 어떻게 그 자리에 오르셨는지 궁금해요.
#Person2#: 그냥 열심히 노력한 덕분이죠.
#Person1#: 외국에서 처음엔 어려움도 많으셨겠죠?
#Person2#: 당연히 그랬죠. 특히 아는 사람도 없고 영어도 잘 못해서 더 그랬어요.
#Person1#: 그럼 영어를 잘 못하셨던 거네요?
#Person2#: 네, 영어는 몇 마디밖에 못했어요.
#Person1#: 정말 대단하세요. 처음엔 어떻게 시작하셨는지 알려주실 수 있나요?
#Person2#: 처음에는 하인으로 일을 시작했죠.
#Person1#: 정말요? 더 많은 이야기를 듣고 싶네요.
#Person2#: 좋지만, 곧 회의가 있어서요.","#Person1#은 #Person2#에게 어떻게 성공한 사업가가 되었는지 질문합니다. #Person2#는 초기 경험을 간략히 언급하지만, 곧 있을 회의 때문에 대화를 잠시 마칩니다.",성공한 사업가의 여정
train_8504-rp,"#Person1#: 가이드가 필요하신가요?
#Person2#: 네, 가이드를 찾고 있어요. 하루 사용료가 어떻게 되나요?
#Person1#: 하루에 20달러입니다. 만약 도시에 3일 이상 계실 계획이라면, 하루 16달러에 제공해 드릴 수 있어요.
#Person2#: 그럼 좋은 조건이네요.",#Person1#이 #Person2#에게 가이드 서비스의 가격과 장기 이용 시 할인 정보를 알려줍니다.,가이드 서비스 비용
train_9814-rp,"#Person1#: 내일 함께 피크닉 갈래?
#Person2#: 내일 여자친구를 공항에서 마중나가야 해서 못 갈 것 같아.
#Person1#: 그럼 저녁에 열리는 드레스 파티에 초대하고 싶은데, 가능할까?
#Person2#: 가고 싶지만, 그 시간에 다른 약속이 있어서 어려울 것 같아.
#Person1#: 정말 아쉽네. 같이 못해서 속상해.
#Person2#: 미안해. 다음 기회에는 꼭 참석할게. 초대해줘서 고마워.","#Person1#이 #Person2#에게 피크닉과 드레스 파티에 초대했지만, #Person2#는 다른 일정 때문에 참석할 수 없다고 답변했다.",일정 조율
train_7746-rp,"#Person1#: 안녕하세요, 예약을 하셨나요?
#Person2#: 아니요, 혹시 빈 방이 있나요?
#Person1#: 네, 방이 있습니다. 어떤 타입을 원하시나요?
#Person2#: 일반 방으로 여섯 명이 머물 수 있는 걸로 부탁드려요.
#Person1#: 알겠습니다. 얼마나 머무르실 계획이신가요?
#Person2#: 3일 정도 머물 계획입니다.","#Person1#은 #Person2#에게 여섯 명이 함께 사용할 수 있는 일반 방을 제공했고, 그들은 3일 동안 머물 것으로 계획했습니다.",호텔 예약
